gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
EIGHT,0.3887479305267334,0.6867396831512451,9.818461421673419e-08,0.37911173701286316,0.6331931352615356,-0.0048980675637722015,0.38476914167404175,0.5567733645439148,-0.027921775355935097,0.40458622574806213,0.49990516901016235,-0.05118310824036598,0.42332619428634644,0.45671385526657104,-0.07152698934078217,0.4240209460258484,0.5772494673728943,-0.06446311622858047,0.36928561329841614,0.572632372379303,-0.10189865529537201,0.372414231300354,0.5883417129516602,-0.11397654563188553,0.38743856549263,0.5922868251800537,-0.11544735729694366,0.439641535282135,0.634024977684021,-0.07266319543123245,0.3336578607559204,0.637150228023529,-0.11683385819196701,0.3506815433502197,0.6426573395729065,-0.11023823171854019,0.3816530108451843,0.6420217156410217,-0.09764143824577332,0.43408697843551636,0.687147319316864,-0.07942021638154984,0.3371657729148865,0.6838751435279846,-0.10595723241567612,0.3564169108867645,0.6830663681030273,-0.08421826362609863,0.3823164999485016,0.6828684210777283,-0.06278551369905472,0.4271352291107178,0.733224630355835,-0.0866343230009079,0.3502523899078369,0.7307392954826355,-0.08805013447999954,0.3647242784500122,0.7275123000144958,-0.06749140471220016,0.39030730724334717,0.7252019047737122,-0.0530998669564724
EIGHT,0.3748500347137451,0.669632613658905,5.1465711692344485e-08,0.3671983778476715,0.6189605593681335,0.0017331135459244251,0.3791554570198059,0.5389965772628784,-0.018183164298534393,0.4009702503681183,0.484025776386261,-0.03747823089361191,0.41107177734375,0.44414839148521423,-0.05425293371081352,0.41632285714149475,0.5615713596343994,-0.06667415797710419,0.3799040913581848,0.547154426574707,-0.10523045063018799,0.37593647837638855,0.5604172348976135,-0.12228602170944214,0.379564106464386,0.5667049884796143,-0.12803347408771515,0.439685195684433,0.619030773639679,-0.07747845351696014,0.3293691873550415,0.6219832301139832,-0.12432662397623062,0.3458133935928345,0.6257402896881104,-0.12214502692222595,0.3751991093158722,0.6280191540718079,-0.11196578294038773,0.4343288838863373,0.6703786849975586,-0.08471508324146271,0.33442679047584534,0.6676925420761108,-0.1123725026845932,0.35177165269851685,0.6662473678588867,-0.08928876370191574,0.3770942687988281,0.6685664653778076,-0.06597462296485901,0.42315149307250977,0.7193130254745483,-0.0914958268404007,0.34668856859207153,0.7138371467590332,-0.09335493296384811,0.3613886833190918,0.7083078026771545,-0.0699586346745491,0.3867521584033966,0.7079792618751526,-0.05288463830947876
EIGHT,0.045390114188194275,0.269288569688797,-1.2740531474264571e-07,0.06862671673297882,0.3645206093788147,-0.028280852362513542,0.10825605690479279,0.43409889936447144,-0.04063029959797859,0.15858271718025208,0.45990949869155884,-0.048829708248376846,0.1766587793827057,0.4347136914730072,-0.05368947610259056,0.19237291812896729,0.346903920173645,-0.0186371598392725,0.21725508570671082,0.3370412588119507,-0.02246064320206642,0.19679699838161469,0.3386048674583435,-0.02608439326286316,0.17424654960632324,0.33657321333885193,-0.02793368697166443,0.19974081218242645,0.28361424803733826,-0.009917288087308407,0.22849547863006592,0.2822602689266205,-0.01252457033842802,0.21264894306659698,0.28971734642982483,-0.021064672619104385,0.19027307629585266,0.29318973422050476,-0.02830851823091507,0.19553837180137634,0.22123804688453674,-0.002648186171427369,0.2318374514579773,0.22223235666751862,-0.004798289388418198,0.2206738293170929,0.23740918934345245,-0.009162258356809616,0.19966155290603638,0.24748042225837708,-0.013395936228334904,0.18333102762699127,0.16384956240653992,0.0024444558657705784,0.21768678724765778,0.16168001294136047,0.0023770604748278856,0.2164466232061386,0.17158225178718567,0.005539266858249903,0.20547941327095032,0.18273337185382843,0.00814994890242815
EIGHT,0.39144808053970337,0.6967138051986694,-3.6667302083515096e-07,0.36808207631111145,0.6095417737960815,-0.008432968519628048,0.35985836386680603,0.5314958691596985,-0.021939968690276146,0.36559709906578064,0.4716012179851532,-0.0361584834754467,0.38430801033973694,0.41905826330184937,-0.05198010057210922,0.39233508706092834,0.5700209736824036,-0.039443179965019226,0.3619537949562073,0.5546684265136719,-0.060316115617752075,0.35232365131378174,0.5421615242958069,-0.07182221114635468,0.3504998981952667,0.5380674600601196,-0.07972393929958344,0.40017497539520264,0.6212215423583984,-0.04857419803738594,0.30646735429763794,0.6234570145606995,-0.06809768825769424,0.31249624490737915,0.6182805299758911,-0.06999143213033676,0.33233025670051575,0.6154273152351379,-0.07430534809827805,0.39820191264152527,0.6716839671134949,-0.057760197669267654,0.3019890785217285,0.6717543005943298,-0.075172558426857,0.31620141863822937,0.6682355403900146,-0.06645391136407852,0.3431645929813385,0.6653812527656555,-0.061747319996356964,0.3908289670944214,0.71624755859375,-0.0681268721818924,0.31509771943092346,0.7153821587562561,-0.08388936519622803,0.3265931308269501,0.708288848400116,-0.08046501874923706,0.3528851866722107,0.7019630670547485,-0.07750548422336578
EIGHT,0.3473920226097107,0.6919457316398621,-5.889666567782115e-07,0.3062146306037903,0.6380111575126648,-0.022106800228357315,0.2927192449569702,0.5505883097648621,-0.030136918649077415,0.2921181619167328,0.484025239944458,-0.036703165620565414,0.29194068908691406,0.42507919669151306,-0.04218215122818947,0.34531474113464355,0.5474454164505005,-0.030719393864274025,0.35290011763572693,0.530339777469635,-0.04709452763199806,0.3593170642852783,0.5083444118499756,-0.05836369842290878,0.3691963851451874,0.48746544122695923,-0.06920462101697922,0.38777729868888855,0.5658479332923889,-0.031605880707502365,0.32904762029647827,0.6264361143112183,-0.05223160982131958,0.3136019706726074,0.646680474281311,-0.05866089090704918,0.3187609314918518,0.6521949768066406,-0.06383740901947021,0.4135262072086334,0.6089483499526978,-0.03440038859844208,0.3501979112625122,0.6719461679458618,-0.05674438551068306,0.3380005955696106,0.6855761408805847,-0.05367673560976982,0.346375972032547,0.6823241710662842,-0.05123472586274147,0.43016964197158813,0.6574150919914246,-0.03975946083664894,0.375352144241333,0.7047526836395264,-0.06155102327466011,0.36203110218048096,0.715149998664856,-0.06280094385147095,0.36871016025543213,0.713053822517395,-0.06160750240087509
EIGHT,0.336078941822052,0.7170615196228027,-5.456453777696879e-07,0.2933666706085205,0.6637113094329834,-0.022191157564520836,0.27753597497940063,0.568644642829895,-0.03151244670152664,0.27144455909729004,0.498776376247406,-0.0401005819439888,0.2645772397518158,0.44136738777160645,-0.047619108110666275,0.33790987730026245,0.5411710739135742,-0.027633754536509514,0.3564065098762512,0.5137873888015747,-0.04709553346037865,0.36838769912719727,0.49849051237106323,-0.05908522009849548,0.3834952712059021,0.48363998532295227,-0.06894508749246597,0.38227882981300354,0.5555471777915955,-0.028412606567144394,0.3562481701374054,0.6102834343910217,-0.05338435620069504,0.33217257261276245,0.6392825245857239,-0.060690999031066895,0.3245793581008911,0.6472052931785583,-0.06427706032991409,0.41264936327934265,0.5914424657821655,-0.031496744602918625,0.37940213084220886,0.6494809985160828,-0.05744010582566261,0.35414788126945496,0.6740219593048096,-0.05375352129340172,0.34800994396209717,0.6763501763343811,-0.04893683269619942,0.43659859895706177,0.6347842216491699,-0.037099648267030716,0.4085262417793274,0.6772304773330688,-0.056832097470760345,0.382510244846344,0.6966646909713745,-0.05496550723910332,0.3726750910282135,0.6998738050460815,-0.050906211137771606
EIGHT,0.33962613344192505,0.7141684889793396,-5.021756237510999e-07,0.2955634891986847,0.6609337329864502,-0.021875405684113503,0.2788528501987457,0.5667657256126404,-0.030875002965331078,0.2739338278770447,0.4972003102302551,-0.03911399841308594,0.2678200900554657,0.44023647904396057,-0.04635471850633621,0.341683030128479,0.53657466173172,-0.027103479951620102,0.367512971162796,0.5125319361686707,-0.04396370053291321,0.383663147687912,0.4966822564601898,-0.054126374423503876,0.40371766686439514,0.47951540350914,-0.06349950283765793,0.38697314262390137,0.5513280630111694,-0.027616994455456734,0.3583126664161682,0.6122033596038818,-0.05051256716251373,0.33420330286026,0.6406211256980896,-0.05674245208501816,0.32777169346809387,0.6485829949378967,-0.060342684388160706,0.4176238477230072,0.587542712688446,-0.03033607453107834,0.3840655982494354,0.6483590602874756,-0.054412592202425,0.3591063916683197,0.6703766584396362,-0.050562784075737,0.35262465476989746,0.6724056005477905,-0.0463409386575222,0.4419296383857727,0.6307471990585327,-0.03560510277748108,0.41507601737976074,0.6742880344390869,-0.05494644120335579,0.3890380561351776,0.6927101612091064,-0.05379314348101616,0.3786136209964752,0.6961615085601807,-0.05042516812682152
EIGHT,0.33771592378616333,0.6990066170692444,-4.819057153326867e-07,0.2982529401779175,0.6500790119171143,-0.024065716192126274,0.28373587131500244,0.5607028007507324,-0.034251630306243896,0.28018444776535034,0.49200060963630676,-0.04335802048444748,0.27584078907966614,0.43445491790771484,-0.051767464727163315,0.3507305085659027,0.5301450490951538,-0.02865070477128029,0.38020089268684387,0.5048004388809204,-0.04713508114218712,0.39830106496810913,0.4900236129760742,-0.058670736849308014,0.41934335231781006,0.47417035698890686,-0.06868584454059601,0.3969019651412964,0.5450663566589355,-0.028814515098929405,0.372524619102478,0.6040384769439697,-0.05416954681277275,0.343301922082901,0.6355057954788208,-0.06155610457062721,0.332194983959198,0.6456166505813599,-0.06497082114219666,0.42649659514427185,0.5822217464447021,-0.031386710703372955,0.3961114287376404,0.6423304677009583,-0.058799900114536285,0.365490585565567,0.6654729247093201,-0.055677562952041626,0.3548181354999542,0.667374312877655,-0.05066053941845894,0.4486316442489624,0.6264865398406982,-0.036420729011297226,0.4236585795879364,0.6698817014694214,-0.058219991624355316,0.39376601576805115,0.6889613270759583,-0.0568721704185009,0.37912124395370483,0.6925090551376343,-0.05241379514336586
EIGHT,0.35248255729675293,0.6854330897331238,-4.3595355236902833e-07,0.3117750287055969,0.6288066506385803,-0.02545754238963127,0.30234670639038086,0.5442385077476501,-0.04011767730116844,0.300960510969162,0.4761451184749603,-0.05335121601819992,0.2990068197250366,0.4180007576942444,-0.065786212682724,0.3713242709636688,0.5204638838768005,-0.03676905855536461,0.40451130270957947,0.500302255153656,-0.05753566697239876,0.4246734082698822,0.4927193522453308,-0.06911926716566086,0.4471467435359955,0.4855383634567261,-0.07839872688055038,0.41731759905815125,0.5412466526031494,-0.03584514558315277,0.385358065366745,0.5978631973266602,-0.06265830993652344,0.35191044211387634,0.6292943954467773,-0.06876963376998901,0.33765918016433716,0.6419364213943481,-0.07116418331861496,0.4452750086784363,0.5805619359016418,-0.036922257393598557,0.40835076570510864,0.636547863483429,-0.06655940413475037,0.3756349980831146,0.6590704917907715,-0.06261976808309555,0.36178648471832275,0.6658135056495667,-0.056261125952005386,0.4647583067417145,0.6243644952774048,-0.04035278037190437,0.44018086791038513,0.6624227166175842,-0.0628296434879303,0.40805935859680176,0.6805418729782104,-0.06033681705594063,0.3912478983402252,0.6863450407981873,-0.054613471031188965
EIGHT,0.3857187032699585,0.6582056879997253,-2.22726526999395e-07,0.36301857233047485,0.5834944248199463,-0.014992075972259045,0.36695560812950134,0.5017882585525513,-0.0271118376404047,0.3715452253818512,0.4336346387863159,-0.03798134624958038,0.3724817633628845,0.38060325384140015,-0.04882568120956421,0.43739014863967896,0.4902438819408417,-0.02974965237081051,0.48576533794403076,0.4663885235786438,-0.037905022501945496,0.5134389996528625,0.45685482025146484,-0.0395214818418026,0.5365867614746094,0.4522368907928467,-0.04126971587538719,0.4738694429397583,0.5265871286392212,-0.027471764013171196,0.4862176477909088,0.5175207257270813,-0.03605200722813606,0.45759913325309753,0.5390844345092773,-0.0325591154396534,0.43135401606559753,0.5619246959686279,-0.029180381447076797,0.49733060598373413,0.5700144171714783,-0.025180574506521225,0.49067002534866333,0.5683779716491699,-0.033651869744062424,0.4618406891822815,0.589556872844696,-0.027232546359300613,0.4385254979133606,0.6094537377357483,-0.02207551710307598,0.5127241015434265,0.6120221614837646,-0.024132095277309418,0.5056031346321106,0.6076382398605347,-0.028603795915842056,0.4799194633960724,0.6225144267082214,-0.0235954187810421,0.45972198247909546,0.6384972333908081,-0.01849108189344406
